,Year,Month,Day,Extent 10^6 sq km,Miassing 10^6 sq km,Source Data,datetime,jday
1807,1988,4,14,15.179,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.14/nt_19880414_f08_v1.1_n.bin'],1988-04-14,105
1808,1988,4,15,15.164,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.15/nt_19880415_f08_v1.1_n.bin'],1988-04-15,106
1809,1988,4,16,15.152,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.16/nt_19880416_f08_v1.1_n.bin'],1988-04-16,107
1810,1988,4,17,15.107,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.17/nt_19880417_f08_v1.1_n.bin'],1988-04-17,108
1811,1988,4,18,15.031,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.18/nt_19880418_f08_v1.1_n.bin'],1988-04-18,109
1812,1988,4,19,15.062,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.19/nt_19880419_f08_v1.1_n.bin'],1988-04-19,110
1813,1988,4,20,15.037,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.20/nt_19880420_f08_v1.1_n.bin'],1988-04-20,111
1814,1988,4,21,14.91,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.21/nt_19880421_f08_v1.1_n.bin'],1988-04-21,112
1815,1988,4,22,14.917,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.22/nt_19880422_f08_v1.1_n.bin'],1988-04-22,113
1816,1988,4,23,14.829,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.23/nt_19880423_f08_v1.1_n.bin'],1988-04-23,114
1817,1988,4,24,14.62,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.24/nt_19880424_f08_v1.1_n.bin'],1988-04-24,115
1818,1988,4,25,14.617,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.25/nt_19880425_f08_v1.1_n.bin'],1988-04-25,116
1819,1988,4,26,14.584,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.26/nt_19880426_f08_v1.1_n.bin'],1988-04-26,117
1820,1988,4,27,14.637,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.27/nt_19880427_f08_v1.1_n.bin'],1988-04-27,118
1821,1988,4,28,14.635,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.28/nt_19880428_f08_v1.1_n.bin'],1988-04-28,119
1822,1988,4,29,14.578,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.29/nt_19880429_f08_v1.1_n.bin'],1988-04-29,120
1823,1988,4,30,14.54,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.04.30/nt_19880430_f08_v1.1_n.bin'],1988-04-30,121
1824,1988,5,1,14.362,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.01/nt_19880501_f08_v1.1_n.bin'],1988-05-01,122
1825,1988,5,2,14.318,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.02/nt_19880502_f08_v1.1_n.bin'],1988-05-02,123
1826,1988,5,3,14.298,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.03/nt_19880503_f08_v1.1_n.bin'],1988-05-03,124
1827,1988,5,4,14.234,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.04/nt_19880504_f08_v1.1_n.bin'],1988-05-04,125
1828,1988,5,5,14.159,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.05/nt_19880505_f08_v1.1_n.bin'],1988-05-05,126
1829,1988,5,6,14.112,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.06/nt_19880506_f08_v1.1_n.bin'],1988-05-06,127
1830,1988,5,7,14.057,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.07/nt_19880507_f08_v1.1_n.bin'],1988-05-07,128
1831,1988,5,8,14.02,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.08/nt_19880508_f08_v1.1_n.bin'],1988-05-08,129
1832,1988,5,9,13.957,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.09/nt_19880509_f08_v1.1_n.bin'],1988-05-09,130
1833,1988,5,10,13.909,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.10/nt_19880510_f08_v1.1_n.bin'],1988-05-10,131
1834,1988,5,11,13.827,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.11/nt_19880511_f08_v1.1_n.bin'],1988-05-11,132
1835,1988,5,12,13.765,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.12/nt_19880512_f08_v1.1_n.bin'],1988-05-12,133
1836,1988,5,13,13.696,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.13/nt_19880513_f08_v1.1_n.bin'],1988-05-13,134
1837,1988,5,14,13.657,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.14/nt_19880514_f08_v1.1_n.bin'],1988-05-14,135
1838,1988,5,15,13.599,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.15/nt_19880515_f08_v1.1_n.bin'],1988-05-15,136
1839,1988,5,16,13.589,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.16/nt_19880516_f08_v1.1_n.bin'],1988-05-16,137
1840,1988,5,17,13.513,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.17/nt_19880517_f08_v1.1_n.bin'],1988-05-17,138
1841,1988,5,18,13.486,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.18/nt_19880518_f08_v1.1_n.bin'],1988-05-18,139
1842,1988,5,19,13.391,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.19/nt_19880519_f08_v1.1_n.bin'],1988-05-19,140
1843,1988,5,20,13.289,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.20/nt_19880520_f08_v1.1_n.bin'],1988-05-20,141
1844,1988,5,21,13.224,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.21/nt_19880521_f08_v1.1_n.bin'],1988-05-21,142
1845,1988,5,22,13.17,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.22/nt_19880522_f08_v1.1_n.bin'],1988-05-22,143
1846,1988,5,23,13.125,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.23/nt_19880523_f08_v1.1_n.bin'],1988-05-23,144
1847,1988,5,24,13.098,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.24/nt_19880524_f08_v1.1_n.bin'],1988-05-24,145
1848,1988,5,25,13.078,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.25/nt_19880525_f08_v1.1_n.bin'],1988-05-25,146
1849,1988,5,26,13.034,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.26/nt_19880526_f08_v1.1_n.bin'],1988-05-26,147
1850,1988,5,27,12.983,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.27/nt_19880527_f08_v1.1_n.bin'],1988-05-27,148
1851,1988,5,28,12.918,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.28/nt_19880528_f08_v1.1_n.bin'],1988-05-28,149
1852,1988,5,29,12.871,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.29/nt_19880529_f08_v1.1_n.bin'],1988-05-29,150
1853,1988,5,30,12.828,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.30/nt_19880530_f08_v1.1_n.bin'],1988-05-30,151
1854,1988,5,31,12.82,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.05.31/nt_19880531_f08_v1.1_n.bin'],1988-05-31,152
1855,1988,6,1,12.608,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.01/nt_19880601_f08_v1.1_n.bin'],1988-06-01,153
1856,1988,6,2,12.527,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.02/nt_19880602_f08_v1.1_n.bin'],1988-06-02,154
1857,1988,6,3,12.448,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.03/nt_19880603_f08_v1.1_n.bin'],1988-06-03,155
1858,1988,6,4,12.451,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.04/nt_19880604_f08_v1.1_n.bin'],1988-06-04,156
1859,1988,6,5,12.454,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.05/nt_19880605_f08_v1.1_n.bin'],1988-06-05,157
1860,1988,6,6,12.411,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.06/nt_19880606_f08_v1.1_n.bin'],1988-06-06,158
1861,1988,6,7,12.384,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.07/nt_19880607_f08_v1.1_n.bin'],1988-06-07,159
1862,1988,6,8,12.336,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.08/nt_19880608_f08_v1.1_n.bin'],1988-06-08,160
1863,1988,6,9,12.211,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.09/nt_19880609_f08_v1.1_n.bin'],1988-06-09,161
1864,1988,6,10,12.177,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.10/nt_19880610_f08_v1.1_n.bin'],1988-06-10,162
1865,1988,6,11,12.183,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.11/nt_19880611_f08_v1.1_n.bin'],1988-06-11,163
1866,1988,6,12,12.116,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.12/nt_19880612_f08_v1.1_n.bin'],1988-06-12,164
1867,1988,6,13,12.048,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.13/nt_19880613_f08_v1.1_n.bin'],1988-06-13,165
1868,1988,6,14,12.044,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.14/nt_19880614_f08_v1.1_n.bin'],1988-06-14,166
1869,1988,6,15,12.045,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.15/nt_19880615_f08_v1.1_n.bin'],1988-06-15,167
1870,1988,6,16,11.961,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.16/nt_19880616_f08_v1.1_n.bin'],1988-06-16,168
1871,1988,6,17,11.978,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.17/nt_19880617_f08_v1.1_n.bin'],1988-06-17,169
1872,1988,6,18,11.869,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.18/nt_19880618_f08_v1.1_n.bin'],1988-06-18,170
1873,1988,6,19,11.803,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.19/nt_19880619_f08_v1.1_n.bin'],1988-06-19,171
1874,1988,6,20,11.739,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.20/nt_19880620_f08_v1.1_n.bin'],1988-06-20,172
1875,1988,6,21,11.752,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.21/nt_19880621_f08_v1.1_n.bin'],1988-06-21,173
1876,1988,6,22,11.693,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.22/nt_19880622_f08_v1.1_n.bin'],1988-06-22,174
1877,1988,6,23,11.571,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.23/nt_19880623_f08_v1.1_n.bin'],1988-06-23,175
1878,1988,6,24,11.543,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.24/nt_19880624_f08_v1.1_n.bin'],1988-06-24,176
1879,1988,6,25,11.635,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.25/nt_19880625_f08_v1.1_n.bin'],1988-06-25,177
1880,1988,6,26,11.39,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.26/nt_19880626_f08_v1.1_n.bin'],1988-06-26,178
1881,1988,6,27,11.376,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.27/nt_19880627_f08_v1.1_n.bin'],1988-06-27,179
1882,1988,6,28,11.267,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.28/nt_19880628_f08_v1.1_n.bin'],1988-06-28,180
1883,1988,6,29,11.145,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.29/nt_19880629_f08_v1.1_n.bin'],1988-06-29,181
1884,1988,6,30,11.138,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.06.30/nt_19880630_f08_v1.1_n.bin'],1988-06-30,182
1885,1988,7,1,10.98,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.01/nt_19880701_f08_v1.1_n.bin'],1988-07-01,183
1886,1988,7,2,10.919,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.02/nt_19880702_f08_v1.1_n.bin'],1988-07-02,184
1887,1988,7,3,10.885,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.03/nt_19880703_f08_v1.1_n.bin'],1988-07-03,185
1888,1988,7,4,10.769,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.04/nt_19880704_f08_v1.1_n.bin'],1988-07-04,186
1889,1988,7,5,10.712,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.05/nt_19880705_f08_v1.1_n.bin'],1988-07-05,187
1890,1988,7,6,10.61,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.06/nt_19880706_f08_v1.1_n.bin'],1988-07-06,188
1891,1988,7,7,10.49,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.07/nt_19880707_f08_v1.1_n.bin'],1988-07-07,189
1892,1988,7,8,10.387,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.08/nt_19880708_f08_v1.1_n.bin'],1988-07-08,190
1893,1988,7,9,10.306,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.09/nt_19880709_f08_v1.1_n.bin'],1988-07-09,191
1894,1988,7,10,10.267,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.10/nt_19880710_f08_v1.1_n.bin'],1988-07-10,192
1895,1988,7,11,10.218,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.11/nt_19880711_f08_v1.1_n.bin'],1988-07-11,193
1896,1988,7,12,10.141,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.12/nt_19880712_f08_v1.1_n.bin'],1988-07-12,194
1897,1988,7,13,9.982,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.13/nt_19880713_f08_v1.1_n.bin'],1988-07-13,195
1898,1988,7,14,9.939,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.14/nt_19880714_f08_v1.1_n.bin'],1988-07-14,196
1899,1988,7,15,9.765,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.15/nt_19880715_f08_v1.1_n.bin'],1988-07-15,197
1900,1988,7,16,9.738,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.16/nt_19880716_f08_v1.1_n.bin'],1988-07-16,198
1901,1988,7,17,9.719,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.17/nt_19880717_f08_v1.1_n.bin'],1988-07-17,199
1902,1988,7,18,9.673,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.18/nt_19880718_f08_v1.1_n.bin'],1988-07-18,200
1903,1988,7,19,9.568,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.19/nt_19880719_f08_v1.1_n.bin'],1988-07-19,201
1904,1988,7,20,9.527,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.20/nt_19880720_f08_v1.1_n.bin'],1988-07-20,202
1905,1988,7,21,9.459,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.21/nt_19880721_f08_v1.1_n.bin'],1988-07-21,203
1906,1988,7,22,9.376,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.22/nt_19880722_f08_v1.1_n.bin'],1988-07-22,204
1907,1988,7,23,9.191,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.23/nt_19880723_f08_v1.1_n.bin'],1988-07-23,205
1908,1988,7,24,9.045,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.24/nt_19880724_f08_v1.1_n.bin'],1988-07-24,206
1909,1988,7,25,9.095,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.25/nt_19880725_f08_v1.1_n.bin'],1988-07-25,207
1910,1988,7,26,9.09,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.26/nt_19880726_f08_v1.1_n.bin'],1988-07-26,208
1911,1988,7,27,8.995,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.27/nt_19880727_f08_v1.1_n.bin'],1988-07-27,209
1912,1988,7,28,8.925,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.28/nt_19880728_f08_v1.1_n.bin'],1988-07-28,210
1913,1988,7,29,8.803,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.29/nt_19880729_f08_v1.1_n.bin'],1988-07-29,211
1914,1988,7,30,8.778,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.30/nt_19880730_f08_v1.1_n.bin'],1988-07-30,212
1915,1988,7,31,8.717,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.07.31/nt_19880731_f08_v1.1_n.bin'],1988-07-31,213
1916,1988,8,1,8.588,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.01/nt_19880801_f08_v1.1_n.bin'],1988-08-01,214
1917,1988,8,2,8.518,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.02/nt_19880802_f08_v1.1_n.bin'],1988-08-02,215
1918,1988,8,3,8.478,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.03/nt_19880803_f08_v1.1_n.bin'],1988-08-03,216
1919,1988,8,4,8.427,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.04/nt_19880804_f08_v1.1_n.bin'],1988-08-04,217
1920,1988,8,5,8.382,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.05/nt_19880805_f08_v1.1_n.bin'],1988-08-05,218
1921,1988,8,6,8.413,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.06/nt_19880806_f08_v1.1_n.bin'],1988-08-06,219
1922,1988,8,7,8.355,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.07/nt_19880807_f08_v1.1_n.bin'],1988-08-07,220
1923,1988,8,8,8.399,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.08/nt_19880808_f08_v1.1_n.bin'],1988-08-08,221
1924,1988,8,9,8.27,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.09/nt_19880809_f08_v1.1_n.bin'],1988-08-09,222
1925,1988,8,10,8.107,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.10/nt_19880810_f08_v1.1_n.bin'],1988-08-10,223
1926,1988,8,11,8.114,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.11/nt_19880811_f08_v1.1_n.bin'],1988-08-11,224
1927,1988,8,12,8.017,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.12/nt_19880812_f08_v1.1_n.bin'],1988-08-12,225
1928,1988,8,13,8.005,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.13/nt_19880813_f08_v1.1_n.bin'],1988-08-13,226
1929,1988,8,14,7.949,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.14/nt_19880814_f08_v1.1_n.bin'],1988-08-14,227
1930,1988,8,15,7.922,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.15/nt_19880815_f08_v1.1_n.bin'],1988-08-15,228
1931,1988,8,16,7.865,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.16/nt_19880816_f08_v1.1_n.bin'],1988-08-16,229
1932,1988,8,17,7.84,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.17/nt_19880817_f08_v1.1_n.bin'],1988-08-17,230
1933,1988,8,18,7.731,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.18/nt_19880818_f08_v1.1_n.bin'],1988-08-18,231
1934,1988,8,19,7.719,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.19/nt_19880819_f08_v1.1_n.bin'],1988-08-19,232
1935,1988,8,20,7.735,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.20/nt_19880820_f08_v1.1_n.bin'],1988-08-20,233
1936,1988,8,21,7.719,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.21/nt_19880821_f08_v1.1_n.bin'],1988-08-21,234
1937,1988,8,22,7.635,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.22/nt_19880822_f08_v1.1_n.bin'],1988-08-22,235
1938,1988,8,23,7.524,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.23/nt_19880823_f08_v1.1_n.bin'],1988-08-23,236
1939,1988,8,24,7.5,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.24/nt_19880824_f08_v1.1_n.bin'],1988-08-24,237
1940,1988,8,25,7.372,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.25/nt_19880825_f08_v1.1_n.bin'],1988-08-25,238
1941,1988,8,26,7.442,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.26/nt_19880826_f08_v1.1_n.bin'],1988-08-26,239
1942,1988,8,27,7.442,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.27/nt_19880827_f08_v1.1_n.bin'],1988-08-27,240
1943,1988,8,28,7.298,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.28/nt_19880828_f08_v1.1_n.bin'],1988-08-28,241
1944,1988,8,29,7.264,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.29/nt_19880829_f08_v1.1_n.bin'],1988-08-29,242
1945,1988,8,30,7.302,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.30/nt_19880830_f08_v1.1_n.bin'],1988-08-30,243
1946,1988,8,31,7.307,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.08.31/nt_19880831_f08_v1.1_n.bin'],1988-08-31,244
1947,1988,9,1,7.189,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.01/nt_19880901_f08_v1.1_n.bin'],1988-09-01,245
1948,1988,9,2,7.217,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.02/nt_19880902_f08_v1.1_n.bin'],1988-09-02,246
1949,1988,9,3,7.205,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.03/nt_19880903_f08_v1.1_n.bin'],1988-09-03,247
1950,1988,9,4,7.183,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.04/nt_19880904_f08_v1.1_n.bin'],1988-09-04,248
1951,1988,9,5,7.18,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.05/nt_19880905_f08_v1.1_n.bin'],1988-09-05,249
1952,1988,9,6,7.181,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.06/nt_19880906_f08_v1.1_n.bin'],1988-09-06,250
1953,1988,9,7,7.213,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.07/nt_19880907_f08_v1.1_n.bin'],1988-09-07,251
1954,1988,9,8,7.144,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.08/nt_19880908_f08_v1.1_n.bin'],1988-09-08,252
1955,1988,9,9,7.175,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.09/nt_19880909_f08_v1.1_n.bin'],1988-09-09,253
1956,1988,9,10,7.121,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.10/nt_19880910_f08_v1.1_n.bin'],1988-09-10,254
1957,1988,9,11,7.048,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.11/nt_19880911_f08_v1.1_n.bin'],1988-09-11,255
1958,1988,9,12,7.144,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.12/nt_19880912_f08_v1.1_n.bin'],1988-09-12,256
1959,1988,9,13,7.198,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.13/nt_19880913_f08_v1.1_n.bin'],1988-09-13,257
1960,1988,9,14,7.208,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.14/nt_19880914_f08_v1.1_n.bin'],1988-09-14,258
1961,1988,9,15,7.276,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.15/nt_19880915_f08_v1.1_n.bin'],1988-09-15,259
1962,1988,9,16,7.294,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.16/nt_19880916_f08_v1.1_n.bin'],1988-09-16,260
1963,1988,9,17,7.394,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.17/nt_19880917_f08_v1.1_n.bin'],1988-09-17,261
1964,1988,9,18,7.409,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.18/nt_19880918_f08_v1.1_n.bin'],1988-09-18,262
1965,1988,9,19,7.438,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.19/nt_19880919_f08_v1.1_n.bin'],1988-09-19,263
1966,1988,9,20,7.449,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.20/nt_19880920_f08_v1.1_n.bin'],1988-09-20,264
1967,1988,9,21,7.455,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.21/nt_19880921_f08_v1.1_n.bin'],1988-09-21,265
1968,1988,9,22,7.462,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.22/nt_19880922_f08_v1.1_n.bin'],1988-09-22,266
1969,1988,9,23,7.5,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.23/nt_19880923_f08_v1.1_n.bin'],1988-09-23,267
1970,1988,9,24,7.477,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.24/nt_19880924_f08_v1.1_n.bin'],1988-09-24,268
1971,1988,9,25,7.57,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.25/nt_19880925_f08_v1.1_n.bin'],1988-09-25,269
1972,1988,9,26,7.653,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.26/nt_19880926_f08_v1.1_n.bin'],1988-09-26,270
1973,1988,9,27,7.669,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.27/nt_19880927_f08_v1.1_n.bin'],1988-09-27,271
1974,1988,9,28,7.766,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.28/nt_19880928_f08_v1.1_n.bin'],1988-09-28,272
1975,1988,9,29,7.873,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.29/nt_19880929_f08_v1.1_n.bin'],1988-09-29,273
1976,1988,9,30,7.979,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.09.30/nt_19880930_f08_v1.1_n.bin'],1988-09-30,274
1977,1988,10,1,8.069,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.10.01/nt_19881001_f08_v1.1_n.bin'],1988-10-01,275
1978,1988,10,2,8.185,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.10.02/nt_19881002_f08_v1.1_n.bin'],1988-10-02,276
1979,1988,10,3,8.155,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.10.03/nt_19881003_f08_v1.1_n.bin'],1988-10-03,277
1980,1988,10,4,8.232,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.10.04/nt_19881004_f08_v1.1_n.bin'],1988-10-04,278
1981,1988,10,5,8.305,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.10.05/nt_19881005_f08_v1.1_n.bin'],1988-10-05,279
1982,1988,10,6,8.482,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.10.06/nt_19881006_f08_v1.1_n.bin'],1988-10-06,280
1983,1988,10,7,8.575,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.10.07/nt_19881007_f08_v1.1_n.bin'],1988-10-07,281
1984,1988,10,8,8.649,0, ['/ecs/DP1/PM/NSIDC-0051.001/1988.10.08/nt_19881008_f08_v1.1_n.bin'],1988-10-08,282
